strassenschluessel,strassenname,stadtteilschluessel,stadtteilname,plz,hausnr_ungerade_von,hausnr_ungerade_bis,hausnr_gerade_von,hausnr_gerade_bis
01687,Jungbornweg,906,Höhenhaus,51061,0003,0017,0002,0026
01688,Junkersdorfer Str.,305,Müngersdorf,50933,0001,0001,,
01689,Justinianstr.,105,Deutz,50679,0001,0025,0002,0016
01690,Juttaweg,907,Dünnwald,51069,0001,0035,0002,0036
01691,Kämmergasse,101,Altstadt/Süd,50676,0001,0001,0012,0022
01692,Kämpchensweg,305,Müngersdorf,50933,0001,0099,0002,0096
01693,Kaesenstr.,102,Neustadt/Süd,50677,0001,0031,0004,0028a
01694,Käulchensweg,701,Poll,51105,0003,0055,0002,0054
01695,Kafkastr.,405,Bocklemünd/Mengenich,50829,0001,0011,0002,0062
01696,Kaisersescher Str.,302,Sülz,50935,0001,0005,0002,0020
01697,Kaiserslauterer Str.,507,Bilderstöckchen,50739,0001,0009,,
01698,Kaiserswerther Str.,507,Bilderstöckchen,50739,0001,0011,0002,0014
01699,Kaiser-Wilhelm-Ring,104,Neustadt/Nord,50672,0003,0043,0002,0050
01700,Kalkarer Str.,501,Nippes,50733,0001,0025,0002,0008
01701,Kalker Hauptstr.,802,Kalk,51103,0051,0327,0022,0296
01702,Kalk-Mülheimer Str.,802,Kalk,51103,0001,0259,0002,0216
01702,Kalk-Mülheimer Str.,901,Mülheim,51065,0407,0409,0386,0400
01702,Kalk-Mülheimer Str.,902,Buchforst,51065,0299,0359,0264,0378
01703,Kalkweg,905,Dellbrück,51069,0001,0019,0002,0002
01704,Kalmünter Weg,906,Höhenhaus,51061,0001,0021,0002,0026
01705,Kalscheurer Weg,205,Zollstock,50969,0005,0065,0002,0088
01706,"Kalscheurer Weg,Weg R",205,Zollstock,50969,0001,0007,0002,0010
01707,"Kalscheurer Weg,Weg S",205,Zollstock,50969,0015,0049,0012,0026
01708,"Kalscheurer Weg,Weg T",205,Zollstock,50969,0009,0025,0012,0034
01709,"Kalscheurer Weg,Weg U",205,Zollstock,50969,0003,0017,0004,0026
01710,"Kalscheurer Weg,Weg V",205,Zollstock,50969,0001,0029,0004,0020
01711,Kaltenbornweg,105,Deutz,50679,0001,0017,0002,0020
01712,Kamekestr.,104,Neustadt/Nord,50672,0001,0039,0002,0030
01713,Kamerunstr.,501,Nippes,50733,0001,0015,0004,0024
01714,Kampgasse,803,Vingst,51107,0003,0101,0002,0044
01715,Kampstr.,905,Dellbrück,51069,0001,0035,0006,0014
01716,Kannebäckerstr.,105,Deutz,50679,,,,
01716,Kannebäckerstr.,801,Humboldt/Gremberg,51105,0001,0023,0002,0070
01717,Kantstr.,802,Kalk,51103,0001,0015,0012,0036
01718,Kapellenstr.,802,Kalk,51103,0003,0065,0002,0054
01719,Kapitelstr.,802,Kalk,51103,0001,0023,0004,0026
01721,Kappelsweg,405,Bocklemünd/Mengenich,50829,0001,0037,,
01722,Kapuzinerstr.,505,Weidenpesch,50737,0001,0007,0002,0022
01723,Kardorfer Str.,204,Raderthal,50968,0001,0045,,
01724,Karl-Arnold-Str.,809,Neubrück,51109,0001,0057,0002,0036
01725,Karl-Begas-Str.,301,Klettenberg,50939,0001,0003,0002,0026
01726,Karl-Benz-Str.,403,Bickendorf,50827,0001,0011,0002,0010
01727,Karl-Bosch-Str.,403,Bickendorf,50827,0001,0033,0002,0018
01728,Karl-Marx-Allee,603,Seeberg,50769,0001,0085,0002,0076
01729,Namibiastr.,501,Nippes,50733,0021,0029,0002,0038
01730,Karlrobert-Kreiten-Str.,406,Ossendorf,50827,0001,0075,0002,0076
01731,Carl-Schurz-Str.,303,Lindenthal,50935,0001,0011a,0002,0018
01732,Karl-Schwering-Platz,303,Lindenthal,50931,0001,0005,0002,0006
01733,Karl-Siebert-Str.,905,Dellbrück,51069,0001,0011,0002,0018
01734,Karlsruher Str.,902,Buchforst,51065,,,0002,0030
01735,Karlstr.,105,Deutz,50679,0007,0025,0024,0048
01736,Karl-Theodor-Str.,901,Mülheim,51063,0001,0011,0002,0016
01737,Karl-Winkler-Weg,305,Müngersdorf,50933,,,,
01738,Karolingerring,102,Neustadt/Süd,50678,0001,0031,0002,0040
01739,Kartäusergasse,101,Altstadt/Süd,50678,0005,0011,0002,0038
01740,Kartäuserhof,101,Altstadt/Süd,50678,0001,0045,0002,0052
01741,Kartäuserwall,101,Altstadt/Süd,50676,,,0030,0040
01741,Kartäuserwall,101,Altstadt/Süd,50678,0001,0065,0002,0028e
01742,Kasemattenstr.,105,Deutz,50679,0001,0005,0002,0020
01743,Kasernenstr.,802,Kalk,51103,0005,0015,0002,0014
01744,Kasinostr.,101,Altstadt/Süd,50676,0001,0007,0002,0010
01745,Kaspar-Düppes-Str.,904,Holweide,51067,0001,0057,0002,0058
01746,Kasparstr.,104,Neustadt/Nord,50670,0001,0049,0002,0026
01747,Kasselberger Weg,601,Merkenich,50769,0003,0181,0002,0122
01748,Kasseler Str.,902,Buchforst,51065,0001,0027,0002,0028
01749,Kasseler Weg,602,Fühlingen,50769,0073,0109,0052,0108
01750,Kastanienallee,202,Marienburg,50968,0003,0029,0002,0020
01751,Kastellsgäßchen,103,Altstadt/Nord,50667,,,,
01752,Katharinengraben,101,Altstadt/Süd,50678,0005,0009,0002,0004
01753,Katharinenhof,101,Altstadt/Süd,50678,0001,0005,0002,0008
01754,Kattenbug,103,Altstadt/Nord,50667,0001,0001,0002,0022
01755,Katterbacher Weg,906,Höhenhaus,51061,0001,0003,0002,0016
01756,Kattowitzer Str.,903,Buchheim,51065,0029,0047,0004,0060
01757,Katzenbuschweg,906,Höhenhaus,51061,0001,0027,0010,0024
01758,Katzengasse,504,Niehl,50735,0001,0041,0002,0038
01759,Kaygasse,101,Altstadt/Süd,50676,0001,0007,0002,0002
01760,Keimesstr.,608,Volkhoven/Weiler,50765,0001,0029,0002,0040
01761,Kekulestr.,909,Flittard,51061,0001,0023,0002,0004
01762,Kelheimer Str.,804,Höhenberg,51103,0001,0007,0002,0012
01763,Kellereiweg,808,Rath/Heumar,51107,0001,0021,0004,0028
01764,Kelzenberger Weg,604,Heimersdorf,50767,0001,0047,0002,0022
01765,Kempener Str.,501,Nippes,50733,0001,0147,0002,0092
01766,Kemperbachstr.,905,Dellbrück,51069,0001,0061,0002,0062
01767,Kempfelder Str.,302,Sülz,50935,0017,0049,0002,0038
01768,Kendenicher Str.,205,Zollstock,50969,0081,0087,0002,0084a
01769,Kennedy-Ufer,105,Deutz,50679,0001,0011,0002,0024
01770,Keplerstr.,401,Ehrenfeld,50823,0001,0051,0002,0054
01771,Kermeterstr.,303,Lindenthal,50935,0001,0021,0002,0024
01772,Kerpener Str.,303,Lindenthal,50931,,,0032,0060
01772,Kerpener Str.,303,Lindenthal,50937,,,0062,0068
01772,Kerpener Str.,303,Lindenthal,50937,0001,0113,0002,0030
01773,Kettengasse,103,Altstadt/Nord,50672,0001,0007,0002,0024
01774,Keupstr.,901,Mülheim,51063,0009,0123,0002,0128
01775,Keussenstr.,303,Lindenthal,50935,0001,0021,0002,0016
01776,Kevelaerer Str.,501,Nippes,50733,0001,0015,0002,0016
01777,Kiebitzweg,404,Vogelsang,50829,0001,0001,,
01778,Kiefernpfad,604,Heimersdorf,50767,0001,0007,,
01779,Kieler Str.,901,Mülheim,51065,0003,0035,0002,0056
01780,Kielsweg,701,Poll,51105,0001,0027,0002,0038
01781,Kieppemühler Str.,903,Buchheim,51065,0001,0029,0002,0030
01782,Kierberger Str.,205,Zollstock,50969,0015,0025,0002,0024
01783,Kierkegaardstr.,803,Vingst,51107,0001,0271,0002,0014
01784,Kieskaulerweg,806,Merheim,51109,0011,0173,0006,0170
01785,Kinkelstr.,303,Lindenthal,50935,0001,0021,0004,0026
01786,Kinzigweg,906,Höhenhaus,51061,0003,0051,0008,0048
01787,Kirburger Weg,605,Lindweiler,50767,0001,0155,0002,0084
01788,Kirchberger Str.,302,Sülz,50935,0001,0037,0004,0044
01789,Kirchenhof,305,Müngersdorf,50933,0001,0005,0002,0004
01790,Kirchgasse,903,Buchheim,51065,0001,0005,0010,0014
01792,Kirchhoffstr.,902,Buchforst,51065,0001,0007,,
01793,Kirchplatz,701,Poll,51105,,,0002,0006
01794,Kirchstr.,901,Mülheim,51063,0001,0015,0002,0018
01795,Kirchturmstr.,901,Mülheim,51063,0003,0017,0002,0004
01796,Kissinger Str.,804,Höhenberg,51103,,,0002,0012
01797,Kitschburger Str.,303,Lindenthal,50935,0001,0013,,
01797,Kitschburger Str.,304,Braunsfeld,50933,0225,0247,0222,0244
01798,Klaprothstr.,902,Buchforst,51065,,,0002,0010
01799,Klarastr.,401,Ehrenfeld,50823,0001,0061,0002,0046
01800,Clarenbachstr.,303,Lindenthal,50931,0001,0247a,0002,0208
01801,Klausenerstr.,506,Longerich,50737,0001,0031,0002,0030
01802,Kleiberweg,404,Vogelsang,50829,0001,0011,0002,0010
01803,Kleine Brinkgasse,103,Altstadt/Nord,50672,0001,0009,0004,0008
01804,Kleine Budengasse,103,Altstadt/Nord,50667,0001,0015,,
01805,Kleine Hartwichstr.,501,Nippes,50733,0001,0027,0006,0032
01806,Kleiner Griechenmarkt,101,Altstadt/Süd,50676,0009,0081,0020,0044
01807,Kleine Sandkaul,103,Altstadt/Nord,50667,0001,0005,0002,0014
01808,Kleine Spitzengasse,101,Altstadt/Süd,50676,0001,0001,0010,0010
01809,Kleine Telegraphenstr.,101,Altstadt/Süd,50676,0005,0005,0002,0004
01810,Kleine Witschgasse,101,Altstadt/Süd,50676,0001,0023,0008,0016
01811,Kleinfeldchensweg,807,Brück,51109,0001,0059,0002,0014
01812,Kleingarten-Kolonie Sülz,302,Sülz,50937,,,,
01813,Kleingedankstr.,102,Neustadt/Süd,50677,0001,0011,0006,0018a
01814,Klein Herl,903,Buchheim,51067,0015,0017,0002,0020
01815,Kleinstr.,701,Poll,51105,0003,0005,0002a,0008
01816,Kleiststr.,402,Neuehrenfeld,50825,0001,0041,0002,0016
01817,Klettenberggürtel,301,Klettenberg,50939,0005,0081,0002,0088
01818,Klingelpütz,103,Altstadt/Nord,50670,0001,0051,0002,0070
01819,Klopstockstr.,201,Bayenthal,50968,0001,0005,0004,0006a
01820,Klosterstr.,303,Lindenthal,50931,0001,0109,0002,0130
01821,Klüsserather Str.,205,Zollstock,50969,0001,0011,0002,0022
01822,Klütschgasse,405,Bocklemünd/Mengenich,50829,0005,0017,0002,0014
01823,Knapsacker Str.,205,Zollstock,50969,0001,0011,0002,0012
01824,Knauffstr.,901,Mülheim,51063,0001,0007,0004,0014
01825,Knechtstedener Str.,501,Nippes,50733,0001,0021,0002,0030
01826,Kniprodestr.,903,Buchheim,51067,0001,0031,0002,0032
01827,Knochenbergsweg,909,Flittard,51061,0001a,0005,,
01828,Koblenzer Str.,201,Bayenthal,50968,0001,0093,0002,0108
01829,Koburger Platz,804,Höhenberg,51103,0001,0003,0002,0008
01830,Koburger Str.,804,Höhenberg,51103,0001,0095,0002,0076
01831,Kochwiesenstr.,904,Holweide,51067,0001,0083,0004,0060
01832,Köhlstr.,406,Ossendorf,50827,0001,0045,0008,0014
01833,Koelhoffstr.,101,Altstadt/Süd,50676,0001,0009,0002,0012
01834,Kölnweg,909,Flittard,51061,,,0002,0002
01835,Königsberger Str.,504,Niehl,50735,0001a,0009f,0002a,0008
01836,Königsdorfer Str.,304,Braunsfeld,50933,0001,0005,0002,0014
01837,Königsforststr.,807,Brück,51109,0001,0091,0016,0100
01838,Königshütter Str.,903,Buchheim,51065,0001,0011,0002,0008
01839,Königstr.,101,Altstadt/Süd,50676,0001,0003,,
01840,Königswinterstr.,301,Klettenberg,50939,0001,0017,0002,0026
01841,Körnerstr.,401,Ehrenfeld,50823,0003,0119,0006,0120
01842,Kösener Weg,804,Höhenberg,51103,,,0002,0010
01843,Kösliner Str.,505,Weidenpesch,50737,0001,0015,0002,0024
01844,Kohlenstr.,401,Ehrenfeld,50825,0001,0025,,
01845,Kohlplatz,901,Mülheim,51063,,,0002,0004
01846,Kolibriweg,404,Vogelsang,50829,0001,0007,0002,0014
01847,Kolkrabenweg,404,Vogelsang,50829,0065,0067,0002,0068
01848,Kollwitzweg,809,Neubrück,51109,0001,0023,0002,0006
01849,Kolmarer Str.,601,Merkenich,50769,0003,0077,0002,0030
01850,Kolpingplatz,103,Altstadt/Nord,50667,0001,0011,0002,0002
01851,Kopenhagener Str.,609,Chorweiler,50765,0001,0005,0004,0004
01852,Kolumbastr.,103,Altstadt/Nord,50667,0001,0005,0002,0010
01853,Komödienstr.,103,Altstadt/Nord,50667,0001,0111,0002,0058
01854,Koniferenpfad,604,Heimersdorf,50767,0001,0009,0002,0014
01855,Konrad-Adenauer-Ufer,103,Altstadt/Nord,50668,0003,0073,,
01855,Konrad-Adenauer-Ufer,104,Neustadt/Nord,50668,0079,0115,0080,0080
01856,Konradstr.,302,Sülz,50937,0001,0019,0002,0024
01857,Konstantin-Wille-Str.,701,Poll,51105,0001,0003,0002,0006
01858,Konstanzer Str.,805,Ostheim,51107,0001,0045,0002,0050
01859,Kopernikusstr.,902,Buchforst,51065,0001,0063,0032,0160
01860,Kopischstr.,905,Dellbrück,51069,0001,0009,0002,0012
01861,Koppensteinstr.,302,Sülz,50935,0001,0017,0002,0012
01862,Korbacher Str.,806,Merheim,51109,0001,0019,0002,0018
01863,Korber Weg,605,Lindweiler,50767,0001,0019,0002,0012
01864,Kornblumenweg,608,Volkhoven/Weiler,50765,0001,0011,0002,0026
01865,Kostgasse,103,Altstadt/Nord,50668,0029,0029,,
01866,Kottenforststr.,205,Zollstock,50969,0001,0005,0002,0008
01867,Kowallekstr.,102,Neustadt/Süd,50677,0009,0009,0002,0018
01868,Krähenweg,404,Vogelsang,50829,0003,0051,0002,0060
01869,Kräuterweg,905,Dellbrück,51069,0001,0027,0008,0028
01870,Krahnenstr.,901,Mülheim,51063,0001,0013,0006,0008
01871,Kranichweg,404,Vogelsang,50829,0001,0041,0002,0038
01872,Kratzweg,806,Merheim,51109,0007,0037,0002,0126
01873,Krautwigstr.,303,Lindenthal,50931,0001,0009,0004,0010
01874,Krebelspfad,612,Worringen,50769,0007,0119,0098,0120
01875,Krebsgasse,103,Altstadt/Nord,50667,0001,0005,0000,0016
01876,Krefelder Str.,104,Neustadt/Nord,50670,0001,0115,0002a,0100
01877,Krefelder Wall,104,Neustadt/Nord,50670,0003,0041,0002,0054
01878,Krementzstr.,303,Lindenthal,50931,0001,0021,0002,0022
01879,Kretzerstr.,501,Nippes,50733,0001,0009,0002,0026
01880,Kreutzerstr.,104,Neustadt/Nord,50672,0005,0005,0002,0012
01881,Kreuzgasse,103,Altstadt/Nord,50667,0001,0009,0002,0004
01882,Kreuznacher Str.,203,Raderberg,50968,0001,0073,,
01883,Kriegerhofstr.,602,Fühlingen,50769,0001,0055,0002,0050
01883,Kriegerhofstr.,609,Chorweiler,50765,0069,0071,,
01884,Kriegerplatz,506,Longerich,50739,,,0002,0012
01885,Krieler Str.,303,Lindenthal,50935,0003,0119,0002,0100
01886,Kriemhildplatz,502,Mauenheim,50739,0001,0021,0002,0022
01887,Kringsweg,303,Lindenthal,50931,0001,0021,0002,0036
01888,Krötschweg,612,Worringen,50769,0001,0001,0002,0012
01889,Kröver Str.,205,Zollstock,50969,0001,0005,0002,0028
01890,Krokusweg,905,Dellbrück,51069,0001,0029,0002,0012
01891,Krombachweg,605,Lindweiler,50767,0001,0029,0002,0062
01892,Kronenburger Str.,303,Lindenthal,50935,0001,0021,0002,0028
01893,Kronengasse,103,Altstadt/Nord,50667,0005,0027,0004,0012
01894,Kroppacher Str.,801,Humboldt/Gremberg,51105,0001,0009,0002,0010
01895,Kropsburgweg,507,Bilderstöckchen,50739,0001,0007,0002,0008
01896,Krückelstr.,701,Poll,51105,0001,0029,0014,0034
01897,Krüthstr.,501,Nippes,50733,0001,0033,0006,0052
01898,Krumbacher Str.,406,Ossendorf,50827,0001,0001,0002,0022
01899,Krummer Büchel,101,Altstadt/Süd,50676,0001,0005,0002,0018
01900,Kuckelbergweg,905,Dellbrück,51069,0001,0015,0002,0006
01901,Kuckucksweg,404,Vogelsang,50829,0001,0035,0002,0050
01902,Kühgasse,101,Altstadt/Süd,50676,0001,0001,,
01903,Kühzällerweg,904,Holweide,51067,0001,0039,0002,0018
01904,Kuenstr.,501,Nippes,50733,0001,0059,0002,0086a
01905,Küppergasse,806,Merheim,51109,,,0002,0002
01906,Küppersteger Weg,906,Höhenhaus,51061,0001,0007,0002,0018
01907,Kürtenstr.,803,Vingst,51107,0001,0001,0002,0004
01909,Kuhlemannstr.,101,Altstadt/Süd,50676,0001,0001,,
01910,Kuhlenweg,601,Merkenich,50769,,,,
01911,Kuhweg,504,Niehl,50735,,,0020,0020
01912,Kulmbacher Str.,804,Höhenberg,51103,0001,0007,0002,0010
01913,Kunftstr.,802,Kalk,51103,0005,0005,0002,0004
01914,Kunibertsgasse,103,Altstadt/Nord,50668,0001,0013,0010,0010
01915,Kunibertskloster,103,Altstadt/Nord,50668,0001,0025,0006,0020
01916,Kunibertsklostergasse,103,Altstadt/Nord,50668,0001,0003,0002,0002
01918,Kunstfelder Str.,907,Dünnwald,51069,0001,0039,0002,0002
01919,Kupfergasse,103,Altstadt/Nord,50667,0027,0027,0002,0018
01920,Kurfürstenstr.,102,Neustadt/Süd,50678,0001,0029,0002,0026
01921,Kurscheider Weg,604,Heimersdorf,50767,0001,0011,0002,0012
01922,Kurt-Alder-Str.,909,Flittard,51061,0001,0011,0002,0024
01923,Kurtekottener Str.,909,Flittard,51061,,,,
01924,Kurt-Weill-Weg,405,Bocklemünd/Mengenich,50829,0003,0031,0002,0082
01925,Kurzer Damm,612,Worringen,50769,0001,0019,0002,0014
01926,Kurze Str.,802,Kalk,51103,0001,0013,0002a,0020
01927,Kuseler Str.,507,Bilderstöckchen,50739,0001,0005,0002,0008
01928,Kuskestr.,603,Seeberg,50769,0001,0005,0002,0014
01929,Kuthstr.,803,Vingst,51107,0001,0155,0002,0180
01931,Kyffhäuserstr.,102,Neustadt/Süd,50674,0001,0059,0004,0052
01932,Kyllburger Str.,302,Sülz,50937,0001,0015,0002,0024
01933,Kyllstr.,102,Neustadt/Süd,50678,0001,0019,0002,0022
01934,Lachemer Weg,506,Longerich,50737,0005,0021g,0010,0022h
01935,Lacher Broch,904,Holweide,51067,0001,0009,0002,0010
01936,Lachsgasse,504,Niehl,50735,0003,0007,0002,0022
01938,Lämmerstr.,507,Bilderstöckchen,50739,0001,0017,0002,0010
01939,Lagerhauskai,504,Niehl,50735,,,,
01940,Lahnstr.,801,Humboldt/Gremberg,51105,0001,0031,0002,0030
01942,Landgrafenstr.,303,Lindenthal,50931,0001,0127,0002,0114
01943,Landmannstr.,402,Neuehrenfeld,50825,0001,0043,0002,0064
01944,Landsbergstr.,101,Altstadt/Süd,50678,0001,0045,0002,0046
01945,Landskronstr.,205,Zollstock,50969,0001,0011,0002,0012
01946,Lange Heide,905,Dellbrück,51069,0001,0023,0002,0018
01947,Langeler Damm,601,Merkenich,50769,0025,0115,,
01948,Langeler Kreuzweg,601,Merkenich,50769,0121,0131,0114,0166
01949,Langeler Weg,612,Worringen,50769,0001,0041,0002,0046
01950,Langemaß,901,Mülheim,51063,0001,0023,0002,0022
01951,Langenbacher Weg,605,Lindweiler,50767,0001,0005,0002,0010
01952,Langendahlweg,805,Ostheim,51107,,,,
01953,Neven-DuMont-Str.,103,Altstadt/Nord,50667,0001a,0019,0002,0014
01954,Langobardenstr.,105,Deutz,50679,,,0064,0064
01955,Lansstr.,402,Neuehrenfeld,50825,0001,0031,0002,0012
01956,Lasker-Schüler-Str.,405,Bocklemünd/Mengenich,50829,0001,0009,0010,0018
01957,Lassallestr.,901,Mülheim,51065,0059,0065,0034,0082
01958,Laubweg,905,Dellbrück,51069,0001,0013,0002,0012
01959,Laudahnstr.,303,Lindenthal,50937,0001,0037,0002,0028
01960,Laufenbergstr.,901,Mülheim,51063,0001,0005,0006,0056
01961,Laurentius-Siemer-Str.,604,Heimersdorf,50767,0003,0007,0002,0022
01962,Laurenzgittergäßchen,103,Altstadt/Nord,50667,,,,
01963,Theo-Burauen-Platz,103,Altstadt/Nord,50667,,,,
01964,Laurenz-Kiesgen-Str.,701,Poll,51105,0001,0077,0002,0062
01965,Laurenzplatz,103,Altstadt/Nord,50667,0001,0005,0002,0006
01966,Lautenthaler Weg,906,Höhenhaus,51061,0001,0005,0002,0004
01967,Lauterberger Weg,906,Höhenhaus,51061,0001,0003,0002,0004
01968,Lavendelweg,603,Seeberg,50769,0001,0013,0002,0008
01969,Lebensbaumweg,604,Heimersdorf,50767,0001,0051,,
01970,Lechenicher Str.,302,Sülz,50937,0001,0031,0002,0034
01971,Lechweg,906,Höhenhaus,51061,0001,0015,0002,0022
01972,Legienstr.,901,Mülheim,51063,0001,0009,0002,0014
01973,Lehmbacher Weg,807,Brück,51109,0001,0091,0002,0130a
01974,Lehmbergweg,611,Roggendorf/Thenhoven,50769,,,,
01974,Lehmbergweg,611,Roggendorf/Thenhoven,50769,0001,0001,,
01975,Lehmbruckstr.,301,Klettenberg,50939,0001,0005,0002,0010
01977,Lehmkuhlerweg,701,Poll,51105,,,,
01978,Leiblplatz,303,Lindenthal,50931,0001,0005,0002,0004
01979,Leichlinger Str.,105,Deutz,50679,0001,0005,,
01980,Leichtensternstr.,303,Lindenthal,50937,0001,0029,0002,0022
01981,Leichweg,205,Zollstock,50968,0001,0003,,
01981,Leichweg,205,Zollstock,50969,,,0020,0022
01982,Leidener Str.,503,Riehl,50735,,,0002,0004
01983,Leimbachweg,907,Dünnwald,51069,0001,0041,0002,0060
01984,Leinenweberstr.,612,Worringen,50769,0001,0015b,0002,0018
01985,Leipziger Platz,501,Nippes,50733,0003,0013,,
01986,Lemgoer Str.,807,Brück,51109,0001,0023,0002,0022
01987,Lenauplatz,402,Neuehrenfeld,50825,0003,0011,0006,0012
01988,Lenaustr.,402,Neuehrenfeld,50825,0001,0017,0008,0018
01989,Lenbachstr.,501,Nippes,50733,0003,0013,0002,0012
01990,Lenneper Str.,105,Deutz,50679,,,,
01992,Lentstr.,104,Neustadt/Nord,50668,0001,0003,0004,0030
01993,Leonhard-Tietz-Str.,101,Altstadt/Süd,50676,0001,0003,0004,0010
01994,Leopold-Gmelin-Str.,909,Flittard,51061,0007,0037,0002,0108
01995,Leostr.,401,Ehrenfeld,50823,0001,0077,0010a,0086
01996,Lerchenweg,405,Bocklemünd/Mengenich,50829,0011,0051a,0002,0054
01997,Lessingstr.,401,Ehrenfeld,50825,0005,0063,0002,0072
01998,Leuchterstr.,907,Dünnwald,51069,0011,0221,0002,0196
01999,Leuthenstr.,505,Weidenpesch,50735,0019,0025,,
01999,Leuthenstr.,505,Weidenpesch,50737,0001,0015,0002,0008
02000,Leverkusener Str.,909,Flittard,51061,0003,0027,0002,0002
02001,Leybergstr.,302,Sülz,50939,0001,0001,0002,0020
02002,Leyboldstr.,202,Marienburg,50968,0001,0033,0002,0068
02003,Leyendeckerstr.,401,Ehrenfeld,50825,0001,0115,0002,0044
02004,Leystapelwerft,103,Altstadt/Nord,50676,,,,
02005,Liblarer Str.,204,Raderthal,50968,0001,0019,0002,0020
02006,Lichhof,101,Altstadt/Süd,50676,0001,0005,0002,0018
02007,Lichtenbergstr.,402,Neuehrenfeld,50825,,,0002,0010
02008,Lichtstr.,401,Ehrenfeld,50825,0015,0049,0002,0068
02009,Liebelerweg,907,Dünnwald,51069,0001,0031,0002,0020
02010,Liebermannstr.,305,Müngersdorf,50933,0001,0019,0002,0012
02011,Liebigstr.,402,Neuehrenfeld,50823,0001,0233,0024,0232
02011,Liebigstr.,507,Bilderstöckchen,50739,0235,0257,0236,0256
02012,Liedbergweg,907,Dünnwald,51069,0001,0035,0002,0036
02013,Liegnitzstr.,505,Weidenpesch,50737,0001,0007,0002,0002
02014,Lieserstr.,302,Sülz,50937,0001,0005,0002,0008
02015,Lievergesberg,612,Worringen,50769,0001a,0107,0002,0118
02016,Liliencronstr.,303,Lindenthal,50931,,,0002,0008
02017,Lilienthalstr.,802,Kalk,51103,0005,0013,0010,0034
02018,Limbachstr.,803,Vingst,51107,,,,
02019,Limburger Str.,104,Neustadt/Nord,50672,0001,0039,0002,0026
02020,Limmatstr.,908,Stammheim,51061,0001,0009,0002,0010
02021,Lindauer Str.,303,Lindenthal,50935,0001,0073,,
02022,Lindemannstr.,506,Longerich,50737,0001,0017,0002,0030
02023,Lindenallee,202,Marienburg,50968,0001,0061,0002,0090
02024,Lindenbornstr.,401,Ehrenfeld,50823,0001,0023,0016,0032
02025,Lindenburger Allee,303,Lindenthal,50931,0001,0021,0002,0044
02026,Lindenhof,303,Lindenthal,50937,0003,0013,0004,0014
02027,Lindenstr.,102,Neustadt/Süd,50674,0001,0099,0002,0094
02028,Lindenthalgürtel,303,Lindenthal,50935,0001a,0105,0002,0102
02029,Lindlarer Str.,807,Brück,51109,0001,0043,0002,0030
02030,Lindweilerweg,506,Longerich,50739,,,0088,0156
02032,Linnicher Str.,305,Müngersdorf,50933,0039,0077,0048,0066
02033,Lintgasse,103,Altstadt/Nord,50667,0001,0029,0004,0028
02034,Linzer Str.,302,Sülz,50939,0021,0057,0034,0060
02035,Lipizzaner Str.,504,Niehl,50735,0001,0011,0002,0016
02036,Lippeweg,906,Höhenhaus,51061,0001,0095,0002,0082
02037,Lobensteiner Weg,804,Höhenberg,51103,0001,0009,0002,0012
02038,Lobositzstr.,505,Weidenpesch,50737,0001,0015,0002,0016
02039,Lochnerstr.,102,Neustadt/Süd,50674,0001,0017,0004,0022
02040,Lörracher Str.,805,Ostheim,51107,0001,0013,0002,0008
02041,Loestr.,802,Kalk,51103,0001,0019,0002,0018
02042,Lövenicher Weg,305,Müngersdorf,50933,0009,0037,0002,0038
02043,Löwenburgstr.,301,Klettenberg,50939,0001,0039,0002,0036
02044,Löwengasse,101,Altstadt/Süd,50676,0001,0017,0004,0008
02045,Lohmarer Str.,801,Humboldt/Gremberg,51105,0001,0015,0002,0012
02046,Lohmühlenstr.,901,Mülheim,51063,,,0002,0020
02047,Lohmüllerstr.,506,Longerich,50737,0001,0035,0002,0038
02048,Lohnskotter Weg,907,Dünnwald,51069,0001,0021,0002,0020
02049,Lohrbergstr.,301,Klettenberg,50939,0001,0049,0002,0050
02050,Lohsestr.,501,Nippes,50733,0001,0067,0006,0070
02051,Longericher Hauptstr.,506,Longerich,50739,0007,0123,0002,0132
02052,Longericher Str.,506,Longerich,50739,0241,0543,0218,0546
02052,Longericher Str.,507,Bilderstöckchen,50739,0001,0239a,0002,0214
02053,Looper Weg,807,Brück,51109,0001,0003,0002,0004
02054,Loreleystr.,102,Neustadt/Süd,50677,0001,0007,0002,0028
